Codigo,Nome,Indice,Total,Não existe
2406155,Jundiá (RN),0.9553,917,876
2406205,Lagoa d'Anta (RN),1.0000,3975,3975
2406304,Lagoa de Pedras (RN),0.9834,2229,2192
2406403,Lagoa de Velhos (RN),0.8651,1786,1545
2406502,Lagoa Nova (RN),0.6340,5312,3368
2406601,Lagoa Salgada (RN),0.9996,4992,4990
2406700,Lajes (RN),0.9852,7959,7841
2406809,Lajes Pintadas (RN),0.9992,2390,2388
2406908,Lucrécia (RN),0.9785,2280,2231
2407005,Luís Gomes (RN),0.9729,6680,6499
2407104,Macaíba (RN),0.9657,48327,46668
2407203,Macau (RN),0.9454,19284,18232
2407252,Major Sales (RN),1.0000,2899,2899
2407302,Marcelino Vieira (RN),0.9685,4893,4739
2407401,Martins (RN),0.9855,5022,4949
2407500,Maxaranguape (RN),0.9987,3792,3787
2407609,Messias Targino (RN),0.9884,3633,3591
2407708,Montanhas (RN),0.9882,8839,8735
2407807,Monte Alegre (RN),0.9782,10118,9897
2407906,Monte das Gameleiras (RN),1.0000,1282,1282
2408003,Mossoró (RN),0.8958,234870,210385
2408102,Natal (RN),0.8680,790062,685743
2408201,Nísia Floresta (RN),0.9611,9367,9003
2408300,Nova Cruz (RN),0.9000,24280,21851
2408409,Olho-d'Água do Borges (RN),1.0000,3234,3234
2408508,Ouro Branco (RN),0.9957,3258,3244
2408607,Paraná (RN),0.9817,821,806
2408706,Paraú (RN),1.0000,3313,3313
2408805,Parazinho (RN),1.0000,3131,3131
2408904,Parelhas (RN),0.9838,17020,16745
2408953,Rio do Fogo (RN),0.9901,3735,3698
2409100,Passa e Fica (RN),0.9960,6734,6707
2409209,Passagem (RN),0.9748,1191,1161
2409308,Patu (RN),0.9974,10145,10119
2409332,Santa Maria (RN),0.8367,3038,2542
2409407,Pau dos Ferros (RN),0.8414,25425,21393
2409506,Pedra Grande (RN),1.0000,1153,1153
2409605,Pedra Preta (RN),1.0000,980,980
2409704,Pedro Avelino (RN),0.8726,4120,3595
2409803,Pedro Velho (RN),0.9997,7233,7231
2409902,Pendências (RN),0.9955,10556,10508
2410009,Pilões (RN),0.9905,2533,2509
2410108,Poço Branco (RN),0.8002,7399,5921
2410207,Portalegre (RN),1.0000,3829,3829
2410256,Porto do Mangue (RN),0.9044,3001,2714
2410306,Presidente Juscelino (RN),1.0000,5300,5300
2410405,Pureza (RN),0.9054,2991,2708
2410504,Rafael Fernandes (RN),1.0000,2709,2709
2410603,Rafael Godeiro (RN),0.9467,1932,1829
2410702,Riacho da Cruz (RN),1.0000,2653,2653
2410801,Riacho de Santana (RN),1.0000,1548,1548
2410900,Riachuelo (RN),0.9947,4326,4303
2411007,Rodolfo Fernandes (RN),0.9794,3734,3657
2411056,Tibau (RN),0.9495,2810,2668
2411106,Ruy Barbosa (RN),0.9412,1736,1634
2411205,Santa Cruz (RN),0.9861,30445,30023
2411403,Santana do Matos (RN),0.9858,6890,6792
2411429,Santana do Seridó (RN),0.9921,1649,1636
2411502,Santo Antônio (RN),0.9912,14229,14104
2411601,São Bento do Norte (RN),1.0000,1032,1032
2411700,São Bento do Trairí (RN),0.9804,1884,1847
2411809,São Fernando (RN),1.0000,2297,2297
2411908,São Francisco do Oeste (RN),0.9839,3175,3124
2412005,São Gonçalo do Amarante (RN),0.9694,62127,60228
2412104,São João do Sabugi (RN),0.8667,4748,4115
2412203,São José de Mipibu (RN),0.9676,19720,19082
2412302,São José do Campestre (RN),0.9650,10270,9911
2412401,São José do Seridó (RN),0.9854,3289,3241
2412500,São Miguel (RN),0.8970,14477,12986
2412559,São Miguel do Gostoso (RN),0.9993,4086,4083
2412609,São Paulo do Potengi (RN),0.9811,11440,11224
2412708,São Pedro (RN),0.9968,3491,3480
2412807,São Rafael (RN),0.9848,6057,5965
2412906,São Tomé (RN),0.9013,5915,5331
2413003,São Vicente (RN),0.9952,3765,3747
2413102,Senador Elói de Souza (RN),0.9504,2417,2297
2413201,Senador Georgino Avelino (RN),1.0000,1961,1961
2413300,Serra de São Bento (RN),0.9923,3261,3236
2413359,Serra do Mel (RN),1.0000,2663,2663
2413409,Serra Negra do Norte (RN),1.0000,4993,4993
2413508,Serrinha (RN),1.0000,2114,2114
2413557,Serrinha dos Pintos (RN),0.9285,2404,2232
2413607,Severiano Melo (RN),0.9636,2118,2041
2413706,Sítio Novo (RN),0.9042,2390,2161
2413805,Taboleiro Grande (RN),1.0000,1887,1887
2413904,Taipu (RN),0.9988,4245,4240
2414001,Tangará (RN),0.8551,10239,8755
2414100,Tenente Ananias (RN),0.9805,6825,6692
2414159,Tenente Laurentino Cruz (RN),1.0000,2849,2849
2414209,Tibau do Sul (RN),0.9833,4140,4071
2414308,Timbaúba dos Batistas (RN),0.7842,1724,1352
2414407,Touros (RN),0.9998,10510,10508
2414456,Triunfo Potiguar (RN),0.9982,2186,2182
2414506,Umarizal (RN),0.9524,9042,8612
2414605,Upanema (RN),1.0000,6283,6283
2414704,Várzea (RN),0.9264,4318,4000
2414753,Venha-Ver (RN),1.0000,1199,1199
2414803,Vera Cruz (RN),0.9962,4688,4670
2414902,Viçosa (RN),0.9676,1541,1491
2415008,Vila Flor (RN),0.9748,2774,2704
2500106,Água Branca (PB),1.0000,4059,4059
2500205,Aguiar (PB),0.9767,2699,2636
2500304,Alagoa Grande (PB),0.9818,17520,17201
2500403,Alagoa Nova (PB),0.9822,9794,9620
2500502,Alagoinha (PB),0.8244,8998,7418
2500536,Alcantil (PB),0.8919,2062,1839
2500577,Algodão de Jandaíra (PB),0.9813,1231,1208
2500601,Alhandra (PB),0.9873,11119,10978
2500700,São João do Rio do Peixe (PB),0.9603,6868,6595
2500734,Amparo (PB),0.9962,1062,1058
2500775,Aparecida (PB),0.9752,3635,3545
2500809,Araçagi (PB),0.9161,6774,6206
2500908,Arara (PB),0.9739,8899,8667
2501005,Araruna (PB),0.9809,9280,9103
2501104,Areia (PB),0.9432,14513,13689
2501153,Areia de Baraúnas (PB),1.0000,1017,1017
2501203,Areial (PB),0.9560,4588,4386
2501302,Aroeiras (PB),0.9925,9504,9433
2501351,Assunção (PB),1.0000,2841,2841
2501401,Baía da Traição (PB),0.9194,3076,2828
2501500,Bananeiras (PB),0.9887,9213,9109
2501534,Baraúna (PB),1.0000,3187,3187
2501575,Barra de Santana (PB),1.0000,886,886
2501609,Barra de Santa Rosa (PB),1.0000,7944,7944
2501708,Barra de São Miguel (PB),1.0000,2359,2359
2501807,Bayeux (PB),0.8576,92306,79164
2501906,Belém (PB),0.8464,14041,11885
2502003,Belém do Brejo do Cruz (PB),0.9956,5250,5227
2502052,Bernardino Batista (PB),0.9514,843,802
2502102,Boa Ventura (PB),0.9801,3518,3448
2502151,Boa Vista (PB),0.9960,3540,3526
2502201,Bom Jesus (PB),1.0000,988,988
2502300,Bom Sucesso (PB),0.9956,2029,2020
2502409,Bonito de Santa Fé (PB),0.9992,7377,7371
2502508,Boqueirão (PB),0.9980,12151,12127
2502607,Igaracy (PB),1.0000,4109,4109
2502706,Borborema (PB),0.9866,3727,3677
2502805,Brejo do Cruz (PB),0.9938,9891,9830
2502904,Brejo dos Santos (PB),0.9918,4631,4593
2503001,Caaporã (PB),0.8753,17526,15340
2503100,Cabaceiras (PB),0.9688,2211,2142
2503209,Cabedelo (PB),0.9071,55820,50635
2503308,Cachoeira dos Índios (PB),0.9941,3397,3377
2503407,Cacimba de Areia (PB),0.8100,1674,1356
2503506,Cacimba de Dentro (PB),0.9928,9138,9072
2503555,Cacimbas (PB),1.0000,1641,1641
2503605,Caiçara (PB),0.9867,5184,5115
2503704,Cajazeiras (PB),0.9577,47248,45249
2503753,Cajazeirinhas (PB),0.9570,1000,957
2503803,Caldas Brandão (PB),0.9780,3220,3149
2503902,Camalaú (PB),1.0000,2878,2878
2504009,Campina Grande (PB),0.8849,364483,322526
2504033,Capim (PB),0.9766,5129,5009
2504074,Caraúbas (PB),1.0000,1505,1505
2504108,Carrapateira (PB),0.9754,1709,1667
2504157,Casserengue (PB),0.9980,3457,3450
2504207,Catingueira (PB),1.0000,2884,2884
2504306,Catolé do Rocha (PB),0.9995,21220,21209
2504355,Caturité (PB),1.0000,1024,1024
2504405,Conceição (PB),0.9494,11329,10756
2504504,Condado (PB),0.8271,4523,3741
2504603,Conde (PB),0.8126,15915,12933
2504702,Congo (PB),0.9987,2997,2993
2504801,Coremas (PB),0.9930,11376,11296
2504850,Coxixola (PB),1.0000,782,782
2504900,Cruz do Espírito Santo (PB),0.9242,7392,6832
2505006,Cubati (PB),0.9717,4763,4628
2505105,Cuité (PB),0.9787,13410,13125
2505204,Cuitegi (PB),1.0000,5588,5588
2505238,Cuité de Mamanguape (PB),0.9367,2069,1938
2505279,Curral de Cima (PB),1.0000,473,473
2505303,Curral Velho (PB),1.0000,1405,1405
2505352,Damião (PB),1.0000,2278,2278
2505402,Desterro (PB),1.0000,4876,4876
2505501,Vista Serrana (PB),0.8995,1572,1414
2505600,Diamante (PB),1.0000,3818,3818
2505709,Dona Inês (PB),0.9389,4634,4351
2505808,Duas Estradas (PB),1.0000,2833,2833
2505907,Emas (PB),0.9981,2116,2112
2506004,Esperança (PB),0.9441,21538,20333
2506103,Fagundes (PB),0.9919,5458,5414
2506202,Frei Martinho (PB),1.0000,1805,1805
2506251,Gado Bravo (PB),0.9399,899,845
2506301,Guarabira (PB),0.9370,49171,46072
2506400,Gurinhém (PB),0.8799,6453,5678
2506509,Gurjão (PB),1.0000,2128,2128
2506608,Ibiara (PB),0.9724,3665,3564
2506707,Imaculada (PB),0.7609,5060,3850
2506806,Ingá (PB),0.9582,11542,11060
2506905,Itabaiana (PB),0.9765,19710,19247
2507002,Itaporanga (PB),0.9846,17575,17304
2507101,Itapororoca (PB),0.9410,10852,10212
2507200,Itatuba (PB),0.9526,5066,4826
2507309,Jacaraú (PB),0.7604,7995,6079
2507408,Jericó (PB),0.7431,4725,3511
2507507,João Pessoa (PB),0.9404,686597,645648
2507606,Juarez Távora (PB),1.0000,5850,5850
2507705,Juazeirinho (PB),0.9311,9100,8473
2507804,Junco do Seridó (PB),0.9066,4367,3959
2507903,Juripiranga (PB),0.9952,9575,9529
2508000,Juru (PB),0.9385,4359,4091
2508109,Lagoa (PB),0.9462,2304,2180
2508208,Lagoa de Dentro (PB),0.9595,3975,3814
2508307,Lagoa Seca (PB),0.9812,14493,14221
2508406,Lastro (PB),1.0000,1304,1304
2508505,Livramento (PB),0.9087,3735,3394
2508554,Logradouro (PB),1.0000,1723,1723
2508604,Lucena (PB),0.6951,10124,7037
2508703,Mãe d'Água (PB),0.9821,1561,1533
2508802,Malta (PB),0.9004,4871,4386
2508901,Mamanguape (PB),0.9417,34515,32502
2509008,Manaíra (PB),0.9715,6026,5854
2509057,Marcação (PB),1.0000,2838,2838
2509107,Mari (PB),0.9805,17449,17108
2509156,Marizópolis (PB),0.8021,5357,4297
2509206,Massaranduba (PB),0.9562,6693,6400
2509305,Mataraca (PB),0.9817,6514,6395
2509339,Matinhas (PB),0.9897,682,675
2509370,Mato Grosso (PB),0.9825,1198,1177
2509396,Maturéia (PB),1.0000,3853,3853
2509404,Mogeiro (PB),0.9686,5582,5407
2509503,Montadas (PB),0.9917,3141,3115
2509602,Monte Horebe (PB),0.9972,2497,2490
2509701,Monteiro (PB),0.9940,20192,20070
2509800,Mulungu (PB),0.9718,4531,4403
2509909,Natuba (PB),0.8489,3633,3084
2510006,Nazarezinho (PB),0.9205,3182,2929
2510105,Nova Floresta (PB),0.9890,9396,9293
2510204,Nova Olinda (PB),0.9611,3216,3091
2510303,Nova Palmeira (PB),0.9992,2551,2549
2510402,Olho d'Água (PB),0.9722,3844,3737
2510501,Olivedos (PB),0.9953,1902,1893
2510600,Ouro Velho (PB),0.9956,2045,2036
2510659,Parari (PB),0.9986,699,698
2510709,Passagem (PB),0.9928,1106,1098
2510808,Patos (PB),0.8253,96839,79919
2510907,Paulista (PB),0.9853,5705,5621
2511004,Pedra Branca (PB),1.0000,2361,2361
2511103,Pedra Lavrada (PB),1.0000,3053,3053
2511202,Pedras de Fogo (PB),0.9759,16352,15958
2511301,Piancó (PB),0.9711,11225,10901
2511400,Picuí (PB),0.8561,12103,10361
2511509,Pilar (PB),0.7932,7673,6086
2511608,Pilões (PB),1.0000,3319,3319
2511707,Pilõezinhos (PB),0.9457,2744,2595
2511806,Pirpirituba (PB),0.8371,7890,6605
2511905,Pitimbu (PB),0.9589,10299,9876
2512002,Pocinhos (PB),0.9981,10188,10169
2512036,Poço Dantas (PB),1.0000,973,973
2512077,Poço de José de Moura (PB),1.0000,1424,1424
2512101,Pombal (PB),0.9927,25688,25500
2512200,Prata (PB),0.9881,2429,2400
2512309,Princesa Isabel (PB),0.9558,14496,13856
2512408,Puxinanã (PB),0.9827,6590,6476
2512507,Queimadas (PB),0.9906,24455,24225
2512606,Quixabá (PB),0.9771,612,598
2512705,Remígio (PB),0.9499,13318,12651
2512721,Pedro Régis (PB),0.5873,2147,1261
2512747,Riachão (PB),1.0000,2026,2026
2512754,Riachão do Bacamarte (PB),0.9606,2662,2557
2512762,Riachão do Poço (PB),1.0000,1287,1287
2512788,Riacho de Santo Antônio (PB),0.9023,1177,1062
2512804,Riacho dos Cavalos (PB),0.9985,4022,4016
2512903,Rio Tinto (PB),0.8938,13033,11649
2513000,Salgadinho (PB),0.9576,1203,1152
2513109,Salgado de São Félix (PB),0.9850,5191,5113
2513158,Santa Cecília (PB),0.7888,1856,1464
2513208,Santa Cruz (PB),0.9203,2987,2749
2513307,Santa Helena (PB),0.9956,2702,2690
2513356,Santa Inês (PB),0.9217,1417,1306
2513406,Santa Luzia (PB),0.9662,13433,12979
2513505,Santana de Mangueira (PB),0.9312,2223,2070
2513604,Santana dos Garrotes (PB),0.8159,3731,3044
2513653,Joca Claudino (PB),1.0000,835,835
2513703,Santa Rita (PB),0.9133,102673,93776
2513802,Santa Teresinha (PB),1.0000,2208,2208
2513851,Santo André (PB),1.0000,862,862
2513901,São Bento (PB),0.9031,24982,22562
2513927,São Bentinho (PB),1.0000,2844,2844
2513943,São Domingos do Cariri (PB),0.9873,1178,1163
2513968,São Domingos (PB),1.0000,980,980
2513984,São Francisco (PB),1.0000,1362,1362
2514008,São João do Cariri (PB),0.9987,2339,2336
2514107,São João do Tigre (PB),0.9156,1529,1400
2514206,São José da Lagoa Tapada (PB),0.9411,3310,3115
2514305,São José de Caiana (PB),0.9090,2713,2466
2514404,São José de Espinharas (PB),1.0000,1614,1614
2514453,São José dos Ramos (PB),0.9966,2373,2365
2514503,São José de Piranhas (PB),0.9799,10756,10540
2514552,São José de Princesa (PB),0.9682,692,670
2514602,São José do Bonfim (PB),1.0000,1360,1360
2514651,São José do Brejo do Cruz (PB),0.9864,958,945
2514701,São José do Sabugi (PB),0.9907,2576,2552
2514800,São José dos Cordeiros (PB),0.9366,1640,1536
2514909,São Mamede (PB),0.9899,5928,5868
2515005,São Miguel de Taipu (PB),0.9641,2952,2846
2515104,São Sebastião de Lagoa de Roça (PB),0.9794,4654,4558
2515203,São Sebastião do Umbuzeiro (PB),0.9933,2094,2080
2515302,Sapé (PB),0.9120,38076,34724
2515401,São Vicente do Seridó (PB),0.9597,4586,4401
2515500,Serra Branca (PB),0.9961,8946,8911
2515609,Serra da Raiz (PB),0.9384,2501,2347
2515708,Serra Grande (PB),0.8029,1776,1426
2515807,Serra Redonda (PB),0.9905,3993,3955
2515906,Serraria (PB),0.8344,2905,2424
2515930,Sertãozinho (PB),0.9306,3212,2989
2515971,Sobrado (PB),1.0000,878,878
2516003,Solânea (PB),0.9608,19257,18503
2516102,Soledade (PB),0.9914,10198,10110
2516151,Sossêgo (PB),0.9899,1581,1565
2516201,Sousa (PB),0.9687,51559,49946
2516300,Sumé (PB),0.8973,12178,10927
2516409,Tacima (PB),0.9741,4367,4254
2516508,Taperoá (PB),0.9941,8912,8859
2516607,Tavares (PB),0.9366,6598,6180
2516706,Teixeira (PB),0.9240,9572,8845
2516755,Tenório (PB),0.9803,1672,1639
2516805,Triunfo (PB),0.9362,4298,4024
2516904,Uiraúna (PB),0.9287,10289,9555
2517001,Umbuzeiro (PB),0.9105,3978,3622
2517100,Várzea (PB),1.0000,1835,1835
2517209,Vieirópolis (PB),0.7831,996,780
2517407,Zabelê (PB),0.9673,1469,1421
2600054,Abreu e Lima (PE),0.9698,81482,79024
2600104,Afogados da Ingazeira (PE),0.9410,27335,25722
2600203,Afrânio (PE),0.9854,5841,5756
2600302,Agrestina (PE),0.9836,16935,16657
2600401,Água Preta (PE),0.9940,17049,16947
2600500,Águas Belas (PE),0.8364,22555,18866
2600609,Alagoinha (PE),0.9661,7769,7506
2600708,Aliança (PE),0.9780,22615,22118
2600807,Altinho (PE),0.9829,12756,12538
2600906,Amaraji (PE),0.9497,15319,14548
2601003,Angelim (PE),1.0000,5990,5990
2601052,Araçoiaba (PE),0.6539,16457,10762
2601102,Araripina (PE),0.8141,44831,36497
2601201,Arcoverde (PE),0.9221,62015,57187
2601300,Barra de Guabiraba (PE),0.9771,11389,11128
2601409,Barreiros (PE),0.9562,32045,30640
2601508,Belém de Maria (PE),0.9748,7851,7653
2601607,Belém do São Francisco (PE),0.8370,12509,10470
2601706,Belo Jardim (PE),0.9745,60186,58653
2601805,Betânia (PE),0.9502,3712,3527
2601904,Bezerros (PE),0.9244,46781,43246
2602001,Bodocó (PE),0.9084,12734,11568
2602100,Bom Conselho (PE),0.9821,27995,27493
2602209,Bom Jardim (PE),0.9493,15180,14411
2602308,Bonito (PE),0.9675,26212,25359
2602407,Brejão (PE),0.9152,3561,3259
2602506,Brejinho (PE),0.9926,3381,3356
2602605,Brejo da Madre de Deus (PE),0.9118,34221,31202
2602704,Buenos Aires (PE),0.8246,7912,6524
2602803,Buíque (PE),0.9435,20973,19789
2602902,Cabo de Santo Agostinho (PE),0.8410,101327,85214
2603009,Cabrobó (PE),0.7453,19713,14692
2603108,Cachoeirinha (PE),0.9063,15192,13769
2603207,Caetés (PE),0.9810,6435,6313
2603306,Calçado (PE),0.9772,3772,3686
2603405,Calumbi (PE),0.7106,2163,1537
2603454,Camaragibe (PE),0.9532,130739,124623
2603504,Camocim de São Félix (PE),0.9910,14256,14128
2603603,Camutanga (PE),0.9099,6534,5945
2603702,Canhotinho (PE),0.9971,13276,13237
2603801,Capoeiras (PE),0.8821,5439,4798
2603900,Carnaíba (PE),0.9835,6476,6369
2603926,Carnaubeira da Penha (PE),0.9937,1747,1736
2604007,Carpina (PE),0.9457,70398,66578
2604106,Caruaru (PE),0.9479,276461,262067
2604155,Casinhas (PE),0.9617,1880,1808
2604205,Catende (PE),0.9606,27464,26381
2604304,Cedro (PE),0.9878,5581,5513
2604403,Chã de Alegria (PE),0.9954,9545,9501
2604502,Chã Grande (PE),0.9166,12005,11004
2604601,Condado (PE),0.9602,22369,21479
2604700,Correntes (PE),0.9352,10184,9524
2604809,Cortês (PE),0.9640,7783,7503
2604908,Cumaru (PE),0.8894,4781,4252
2605004,Cupira (PE),0.9241,20740,19165
2605103,Custódia (PE),0.9282,21700,20141
2605152,Dormentes (PE),0.9427,6002,5658
2605202,Escada (PE),0.8063,37590,30309
2605301,Exu (PE),0.9531,16281,15517
2605400,Feira Nova (PE),0.9804,15128,14832
2605459,Fernando de Noronha (PE),0.9967,2147,2140
2605509,Ferreiros (PE),0.9584,9155,8774
2605608,Flores (PE),0.9792,9321,9127
2605707,Floresta (PE),0.7029,19927,14007
2605806,Frei Miguelinho (PE),0.9832,3386,3329
2605905,Gameleira (PE),0.9208,18284,16836
2606002,Garanhuns (PE),0.8845,111451,98573
2606101,Glória do Goitá (PE),0.8888,17727,15755
2606200,Goiana (PE),0.9621,60424,58131
2606309,Granito (PE),0.9638,3783,3646
2606408,Gravatá (PE),0.9651,63153,60949
2606507,Iati (PE),0.9914,7711,7645
2606606,Ibimirim (PE),0.8824,14892,13140
2606705,Ibirajuba (PE),0.8511,3130,2664
2606804,Igarassu (PE),0.9237,93788,86635
2606903,Iguaraci (PE),0.9880,6108,6035
2607000,Inajá (PE),0.7310,7936,5801
2607109,Ingazeira (PE),0.6352,880,559
2607208,Ipojuca (PE),0.8314,42242,35121
2607307,Ipubi (PE),0.9658,17246,16657
2607406,Itacuruba (PE),0.9728,3707,3606
2607505,Itaíba (PE),0.9697,9663,9370
2607604,Ilha de Itamaracá (PE),0.9561,14745,14098
2607653,Itambé (PE),0.9045,29398,26591
2607703,Itapetim (PE),0.9649,8411,8116
2607752,Itapissuma (PE),0.9813,16567,16258
2607802,Itaquitinga (PE),0.9355,11691,10937
2607901,Jaboatão dos Guararapes (PE),0.9269,418875,388272
2607950,Jaqueira (PE),0.9792,7072,6925
2608008,Jataúba (PE),0.9798,9175,8990
2608057,Jatobá (PE),0.9596,9231,8858
2608107,João Alfredo (PE),0.9348,15426,14420
2608206,Joaquim Nabuco (PE),0.9960,11499,11453
2608255,Jucati (PE),1.0000,2825,2825
2608305,Jupi (PE),0.9770,8347,8155
2608404,Jurema (PE),0.9124,8737,7972
2608453,Lagoa do Carro (PE),0.9354,10424,9751
2608503,Lagoa de Itaenga (PE),0.9913,17102,16954
2608602,Lagoa do Ouro (PE),0.9612,6005,5772
2608701,Lagoa dos Gatos (PE),0.9815,7228,7094
2608750,Lagoa Grande (PE),0.9688,10408,10083
2608800,Lajedo (PE),0.9605,22606,21714
2608909,Limoeiro (PE),0.9437,38391,36231
2609006,Macaparana (PE),0.9778,14796,14467
2609105,Machados (PE),0.8426,8058,6790
2609154,Manari (PE),0.9835,3818,3755
2609204,Maraial (PE),0.9202,8229,7572
2609303,Mirandiba (PE),0.8583,7098,6092
2609402,Moreno (PE),0.9547,40920,39065
2609501,Nazaré da Mata (PE),0.9310,27080,25212
2609600,Olinda (PE),0.9117,297492,271211
2609709,Orobó (PE),0.9899,8185,8102
2609808,Orocó (PE),1.0000,4603,4603
2609907,Ouricuri (PE),0.9398,32178,30242
2610004,Palmares (PE),0.9345,45468,42488
2610103,Palmeirina (PE),0.9944,5173,5144
2610202,Panelas (PE),0.8263,13920,11502
2610301,Paranatama (PE),1.0000,2025,2025
2610400,Parnamirim (PE),0.7283,8363,6091
2610509,Passira (PE),0.9573,9869,9448
2610608,Paudalho (PE),0.9079,30874,28031
2610707,Paulista (PE),0.9410,250978,236164
2610806,Pedra (PE),0.9377,11956,11211
2610905,Pesqueira (PE),0.9604,41920,40261
2611002,Petrolândia (PE),0.9854,23528,23184
2611101,Petrolina (PE),0.8605,219576,188954
2611200,Poção (PE),0.9610,6981,6709
2611309,Pombos (PE),0.9864,15921,15705
2611408,Primavera (PE),0.9600,7766,7455
2611507,Quipapá (PE),0.9156,10437,9556
2611533,Quixaba (PE),0.9742,1590,1549
2611606,Recife (PE),0.9373,1157593,1085040
2611705,Riacho das Almas (PE),0.9397,8744,8217
2611804,Ribeirão (PE),0.9777,33928,33171
2611903,Rio Formoso (PE),0.7429,11916,8852
2612000,Sairé (PE),0.8908,6293,5606
2612109,Salgadinho (PE),1.0000,1721,1721
2612208,Salgueiro (PE),0.9658,45215,43667
2612307,Saloá (PE),0.9911,7641,7573
2612406,Sanharó (PE),0.9850,12495,12307
2612455,Santa Cruz (PE),0.9874,4447,4391
2612471,Santa Cruz da Baixa Verde (PE),1.0000,5265,5265
2612505,Santa Cruz do Capibaribe (PE),0.9468,85665,81111
2612554,Santa Filomena (PE),0.9702,2216,2150
2612604,Santa Maria da Boa Vista (PE),0.8453,14845,12549
2612703,Santa Maria do Cambucá (PE),1.0000,3250,3250
2612802,Santa Terezinha (PE),0.9825,6871,6751
2612901,São Benedito do Sul (PE),0.9275,7134,6617
2613008,São Bento do Una (PE),0.9409,25146,23660
2613107,São Caitano (PE),0.9405,27047,25438
2613206,São João (PE),0.9911,8432,8357
2613305,São Joaquim do Monte (PE),0.9541,13885,13247
2613404,São José da Coroa Grande (PE),0.9468,9659,9145
2613503,São José do Belmonte (PE),0.9876,16143,15943
2613602,São José do Egito (PE),0.9416,20890,19670
2613701,São Lourenço da Mata (PE),0.8713,90212,78601
2613800,São Vicente Ferrer (PE),0.9924,10094,10017
2613909,Serra Talhada (PE),0.8378,61193,51266
2614006,Serrita (PE),0.9991,6348,6342
2614105,Sertânia (PE),0.9760,18529,18085
2614204,Sirinhaém (PE),0.9107,21454,19538
2614303,Moreilândia (PE),0.8840,6791,6003
2614402,Solidão (PE),0.9934,1831,1819
2614501,Surubim (PE),0.9759,44128,43066
2614600,Tabira (PE),0.9105,19719,17954
2614709,Tacaimbó (PE),0.7844,7081,5554
2614808,Tacaratu (PE),0.8967,8790,7882
2614857,Tamandaré (PE),0.8765,15002,13149
2615003,Taquaritinga do Norte (PE),0.9323,17287,16117
2615102,Terezinha (PE),0.9449,2849,2692
2615201,Terra Nova (PE),0.9792,5012,4908
2615300,Timbaúba (PE),0.9241,39047,36084
2615409,Toritama (PE),0.9508,32972,31349
2615508,Tracunhaém (PE),0.8418,10448,8795
2615607,Trindade (PE),0.6720,20550,13810
2615706,Triunfo (PE),0.9886,7179,7097
2615805,Tupanatinga (PE),0.9672,8518,8239
2615904,Tuparetama (PE),0.9907,6323,6264
2616001,Venturosa (PE),0.9614,9321,8961
2616100,Verdejante (PE),0.8486,2669,2265
2616183,Vertente do Lério (PE),0.9829,1813,1782
2616209,Vertentes (PE),0.9970,12918,12879
2616308,Vicência (PE),0.9792,15350,15030
2616407,Vitória de Santo Antão (PE),0.9297,106187,98726
2616506,Xexéu (PE),0.9880,7697,7605
2700102,Água Branca (AL),0.9933,5090,5056
2700201,Anadia (AL),0.9762,10654,10400
2700300,Arapiraca (AL),0.8639,184819,159658
2700409,Atalaia (AL),0.9793,24263,23761
2700508,Barra de Santo Antônio (AL),0.9234,12513,11555
2700607,Barra de São Miguel (AL),0.8649,6394,5530
2700706,Batalha (AL),0.9608,11768,11307
2700805,Belém (AL),0.8996,2340,2105
2700904,Belo Monte (AL),1.0000,1166,1166
2701001,Boca da Mata (AL),0.8568,17434,14938
2701100,Branquinha (AL),0.8775,6115,5366
2701209,Cacimbinhas (AL),0.9461,5402,5111
2701308,Cajueiro (AL),0.9180,16864,15481
2701357,Campestre (AL),0.7361,5433,3999
2701407,Campo Alegre (AL),0.8924,23458,20933
2701506,Campo Grande (AL),0.9467,4181,3958
2701605,Canapi (AL),0.9696,5525,5357
2701704,Capela (AL),0.9835,12327,12123
2701803,Carneiros (AL),0.9365,4580,4289
2701902,Chã Preta (AL),0.9775,4452,4352
2702009,Coité do Nóia (AL),1.0000,3732,3732
2702108,Colônia Leopoldina (AL),0.9706,15306,14856
2702207,Coqueiro Seco (AL),0.7511,4965,3729
2702306,Coruripe (AL),0.9497,45744,43444
2702355,Craíbas (AL),0.9530,7305,6962
2702405,Delmiro Gouveia (AL),0.8241,34807,28683
2702504,Dois Riachos (AL),0.9118,5081,4633
2702553,Estrela de Alagoas (AL),0.9886,4023,3977
2702603,Feira Grande (AL),0.9978,4504,4494
2702702,Feliz Deserto (AL),1.0000,3472,3472
2702801,Flexeiras (AL),0.9657,7999,7725
2702900,Girau do Ponciano (AL),0.9601,12177,11691
2703007,Ibateguara (AL),0.9980,9333,9314
2703106,Igaci (AL),0.9935,6177,6137
2703205,Igreja Nova (AL),0.9345,4761,4449
2703304,Inhapi (AL),0.8658,6677,5781
2703403,Jacaré dos Homens (AL),0.9631,3413,3287
2703502,Jacuípe (AL),0.8764,4312,3779
2703601,Japaratinga (AL),0.9801,4562,4471
2703700,Jaramataia (AL),0.9683,2900,2808
2703759,Jequiá da Praia (AL),0.9869,3436,3391
2703809,Joaquim Gomes (AL),0.9831,14302,14060
2703908,Jundiá (AL),0.9282,2798,2597
2704005,Junqueiro (AL),0.9330,7791,7269
2704104,Lagoa da Canoa (AL),0.9972,9147,9121
